aspect,elev_2000,elev_2011,elev_change,hillshade,slope,class,slope_flat,slope_moderate,slope_steep,aspect_sin,aspect_cos
96.89966583251953,5654,5678,24,107,24.188169479370117,2,0,1,0,0.9927580425893835,-0.12013104875133615
249.80581665039062,4442,4420,-22,219,13.19563102722168,0,0,1,0,-0.9385280724931572,-0.3452029216885034
292.21734619140625,6118,6128,10,255,54.525184631347656,2,0,0,1,-0.9257561517805081,0.37812107510762316
307.96112060546875,5656,5740,84,245,27.098968505859375,3,0,1,0,-0.7884283436789237,0.6151266104500025
60.3756103515625,4135,4136,1,106,28.222665786743164,1,0,1,0,0.8692845897238528,0.4943119481346095
41.39134216308594,4727,4757,30,132,23.919204711914062,2,0,1,0,0.6611985101703614,0.7502109904210246
74.15373992919922,4432,4389,-43,80,35.3026237487793,0,0,0,1,0.9619978434303159,0.2730570439220005
215.120849609375,5585,5604,19,249,41.15663146972656,2,0,0,1,-0.5753029340102389,-0.8179404221086097
105.63835144042969,5224,5210,-14,73,38.0966796875,0,0,0,1,0.9629823471652114,-0.26956446176783094
99.9508285522461,5370,5437,67,44,50.12369918823242,3,0,0,1,0.9849564158336707,-0.17280294820427444
322.15472412109375,4324,4328,4,186,2.9337563514709473,1,1,0,0,-0.6135312531152849,0.7896704385063356
95.60272216796875,5789,5835,46,74,36.38724136352539,3,0,0,1,0.9952227626175483,-0.09763018369282733
41.93712615966797,4336,4317,-19,147,16.180126190185547,0,0,1,0,0.6683147095609344,0.7438786520558873
319.8873596191406,5374,5388,14,255,57.887657165527344,2,0,0,1,-0.6442923681870358,0.7647792781554303
326.5628662109375,4624,4646,22,221,24.09612274169922,2,0,1,0,-0.551021695080799,0.8344909175960413
114.92544555664062,5814,5845,31,158,7.896852016448975,2,1,0,0,0.906856939162306,-0.4214385980106398
163.7644500732422,4706,4708,2,177,3.2166669368743896,1,1,0,0,0.2795868792598583,-0.9601203971095154
272.4220275878906,4912,4906,-6,255,36.6798210144043,1,0,0,1,-0.9991066570018114,0.04225976732856891
261.20416259765625,4416,4390,-26,235,17.92467498779297,0,0,1,0,-0.9882394934177985,-0.1529140400660872
210.50860595703125,5705,5830,125,254,53.71750259399414,3,0,0,1,-0.5076677759041354,-0.8615529173002368
214.2770233154297,4243,4260,17,242,37.693992614746094,2,0,0,1,-0.5631947226902111,-0.8263242126029566
71.50889587402344,5331,5399,68,78,36.922115325927734,3,0,0,1,0.9483729092237501,0.31715741367731065
303.4062805175781,4583,4546,-37,255,44.422950744628906,0,0,0,1,-0.8347875169105036,0.5505722492192969
12.376407623291016,5096,5118,22,166,21.370651245117188,2,0,1,0,0.2143331498534764,0.976760615951466
28.78759002685547,5372,5402,30,134,32.25505065917969,2,0,0,1,0.4815638592526143,0.8764110048725587
276.2523498535156,6131,6249,118,255,51.08498764038086,3,0,0,1,-0.994051872463913,0.10890764367567747
245.40284729003906,4477,4475,-2,194,4.9394683837890625,1,1,0,0,-0.9092567948259634,-0.4162356076344451
50.084354400634766,4182,4142,-40,92,39.58794403076172,0,0,0,1,0.7669899643461865,0.6416590953085879
119.1246566772461,4714,4844,130,49,56.4139404296875,3,0,0,1,0.8735628524686688,-0.48671135469269955
318.3694763183594,5698,5749,51,241,30.26566505432129,3,0,0,1,-0.6643244994346027,0.7474442851818217
68.16609191894531,4821,4820,-1,166,4.837547302246094,1,1,0,0,0.9282658859702209,0.37191725550708316
101.8040542602539,5393,5403,10,85,32.5157356262207,2,0,0,1,0.9788529161315844,-0.2045653161723496
333.6038818359375,5442,5525,83,219,28.46466636657715,3,0,1,0,-0.44457449295993123,0.8957418825808136
11.149913787841797,5018,5035,17,162,31.935415267944336,2,0,0,1,0.19337675622170003,0.9811245742275407
331.30194091796875,4716,4651,-65,232,37.00046920776367,0,0,0,1,-0.48019378348254965,0.8771624309697231
151.57073974609375,4716,4719,3,117,47.17326736450195,1,0,0,1,0.476073372797496,-0.8794055627031344
157.72116088867188,5202,5208,6,157,19.7781925201416,1,0,1,0,0.3791144285612024,-0.925349798755429
184.04139709472656,4396,4372,-24,187,30.753965377807617,0,0,0,1,-0.0704772110660141,-0.9975133897448979
229.1426239013672,5660,5735,75,255,39.982765197753906,3,0,0,1,-0.7563403396110824,-0.6541783324728759
272.23345947265625,4494,4502,8,201,6.581789016723633,1,1,0,0,-0.9992403283878661,0.038971350031908686
303.8760070800781,4113,4110,-3,202,8.262089729309082,1,1,0,0,-0.8302457711186598,0.5573974879200496
108.80682373046875,5267,5299,32,124,19.22393798828125,2,0,1,0,0.9466108726651742,-0.32237843561888163
193.65272521972656,4747,4788,41,194,18.426494598388672,3,0,1,0,-0.2360364398062947,-0.9717442045536312
224.2113800048828,4317,4302,-15,255,38.545127868652344,0,0,0,1,-0.6973074808505894,-0.7167721235858749
274.7705078125,5334,5334,0,255,30.742298126220703,1,0,0,1,-0.9965357992153385,0.08316490174494541
170.61141967773438,4402,4392,-10,158,49.947723388671875,0,0,0,1,0.1631293243384671,-0.9866046946679684
23.751863479614258,5364,5396,32,124,50.734580993652344,2,0,0,1,0.4027764591033742,0.9152983797604735
283.1631774902344,4502,4511,9,255,33.08868408203125,1,0,0,1,-0.9737254569793797,0.22772512911468087
108.7956771850586,4497,4497,0,83,34.907691955566406,1,0,0,1,0.9466735715152537,-0.3221942721318211
300.82135009765625,5874,5838,-36,255,52.03004837036133,0,0,0,1,-0.8587690350240373,0.5123629031105627
236.55609130859375,5269,5305,36,255,37.48633575439453,3,0,0,1,-0.8344257565588878,-0.5511203650665866
89.28418731689453,5666,5647,-19,48,47.19711685180664,0,0,0,1,0.9999219598906932,0.012492963153510084
273.7765197753906,4362,4351,-11,193,3.905536413192749,0,1,0,0,-0.9978285440283691,0.06586498859200612
177.3740234375,4905,4859,-46,176,29.755260467529297,0,0,1,0,0.04581589327601499,-0.9989499006072932
336.0420227050781,5673,5610,-63,237,50.20878219604492,0,0,0,1,-0.40606650792410487,0.9138435266183828
56.56067657470703,5915,5916,1,72,46.0218620300293,1,0,0,1,0.8344698589422913,0.5510535858851047
77.88777160644531,5105,5120,15,177,1.2276619672775269,2,1,0,0,0.9777384764949089,0.2098272422289693
233.16439819335938,5954,5943,-11,255,42.92406463623047,0,0,0,1,-0.8003590018498956,-0.5995210322898095
250.05030822753906,4586,4590,4,205,8.248637199401855,1,1,0,0,-0.9399925673208923,-0.34119491992331563
88.99243927001953,5884,5928,44,51,45.64759826660156,3,0,0,1,0.9998453834379205,0.01758434581887047
66.76858520507812,5118,5094,-24,88,33.924312591552734,0,0,0,1,0.9189192060671588,0.39444580454214806
130.6117401123047,5403,5408,5,166,5.915849208831787,1,1,0,0,0.7591379454074325,-0.6509297810383098
49.143882751464844,5617,5637,20,95,38.80760955810547,2,0,0,1,0.7563547124323461,0.6541617147016348
74.05107879638672,5739,5748,9,94,29.802032470703125,1,0,1,0,0.9615070427410427,0.2747802881565099
240.2400665283203,5351,5367,16,200,7.22802734375,2,1,0,0,-0.8681127714995471,-0.49636701739677974
35.32390213012695,4085,4022,-63,112,41.04857635498047,0,0,0,1,0.5781980429185473,0.8158964537030184
48.538204193115234,5500,5512,12,149,13.370659828186035,2,0,1,0,0.74939738199205,0.662120505545223
231.1278076171875,4711,4774,63,255,41.3892822265625,3,0,0,1,-0.7785478289788389,-0.6275852754744463
91.4892578125,5372,5473,101,78,34.68571853637695,3,0,0,1,0.9996622152314353,-0.025989525555108948
266.6522216796875,5344,5332,-12,255,49.11448669433594,0,0,0,1,-0.9982934675017977,-0.05839651310855085
42.46005630493164,5903,5896,-7,89,48.58495330810547,1,0,0,1,0.6750760513293148,0.7377481446412592
186.92823791503906,5285,5301,16,189,23.501771926879883,2,0,1,0,-0.12062609931094714,-0.9926980125723157
72.39274597167969,5302,5630,328,69,40.27528381347656,3,0,0,1,0.9531523781061206,0.30249056863090257
343.96966552734375,5471,5528,57,196,18.856693267822266,3,0,1,0,-0.2761462441177518,0.961115628766726
46.03877258300781,5143,5165,22,86,46.73127365112305,2,0,0,1,0.7198097173302678,0.6941714275572857
160.91786193847656,4014,3966,-48,136,48.313316345214844,0,0,0,1,0.32692329560253414,-0.9450508762984023
6.4880523681640625,4338,4375,37,173,20.359798431396484,3,0,1,0,0.11299602622694854,0.9935954398329929
28.548646926879883,4031,4034,3,140,28.25787925720215,1,0,1,0,0.4779047470121073,0.8784116647582122
313.0262451171875,4893,4883,-10,238,25.99677848815918,0,0,1,0,-0.7310412262056017,0.6823332950895846
83.49664306640625,5346,5396,50,72,37.028018951416016,3,0,0,1,0.9935652214465851,0.11326142649551241
309.7506103515625,5899,5898,-1,255,34.29811477661133,1,0,0,1,-0.7688350203135577,0.6394471921429098
239.99925231933594,5169,5178,9,255,53.81217956542969,1,0,0,1,-0.8660188789660309,-0.5000113011467032
318.3528137207031,5273,5259,-14,207,12.880149841308594,0,0,1,0,-0.6645418409865094,0.747251056592268
197.6405487060547,4893,4908,15,215,39.708038330078125,2,0,0,1,-0.3030443960421347,-0.9529764393873847
252.95326232910156,4583,4563,-20,193,4.385664939880371,0,1,0,0,-0.9560659425505339,-0.2931516902474882
259.4886474609375,5177,5180,3,255,38.26448440551758,1,0,0,1,-0.9832187802648038,-0.1824303432398004
205.50938415527344,5679,5696,17,197,12.364859580993652,2,0,1,0,-0.4306589204289326,-0.9025147612393862
201.0022430419922,5176,5220,44,219,37.27188491821289,3,0,0,1,-0.3584044975141476,-0.9335663962255879
334.18475341796875,4953,4923,-30,214,25.15190315246582,0,0,1,0,-0.4354706615365139,0.9002029232017362
289.4030456542969,5798,5835,37,255,54.348636627197266,3,0,0,1,-0.943205000026911,0.33221127001387957
177.61605834960938,5373,5375,2,177,26.750652313232422,1,0,1,0,0.04159562686038985,-0.9991345273916277
67.55229949951172,4660,4675,15,111,24.66788673400879,2,0,1,0,0.9242284604232315,0.381839957238243
146.2347869873047,5229,5277,48,121,36.33898162841797,3,0,0,1,0.5557909828839858,-0.8313220695644096
72.35942840576172,5373,5451,78,70,39.724300384521484,3,0,0,1,0.9529763183289022,0.3030447767315764
328.3155212402344,4849,4828,-21,219,24.18754005432129,0,0,1,0,-0.525241149833132,0.8509534267643379
217.5484619140625,5338,5350,12,207,14.011822700500488,2,0,1,0,-0.6094322452635907,-0.7928381539967527
338.5294494628906,5136,5160,24,204,21.134145736694336,2,0,1,0,-0.3660229529232795,0.9306058230708224
182.30007934570312,4698,4710,12,181,7.435455799102783,2,1,0,0,-0.04013317626065116,-0.9991943395372251
352.33917236328125,3966,3948,-18,186,13.27499008178711,0,0,1,0,-0.13330863210818167,0.9910745726762671
226.5345916748047,5234,5238,4,255,46.10436248779297,1,0,0,1,-0.7257898250284445,-0.6879165137465302
26.660648345947266,3757,3765,8,153,19.914047241210938,1,0,1,0,0.44870531098832506,0.8936797770403393
64.6469955444336,5092,5157,65,68,43.38383865356445,3,0,0,1,0.9036868131252446,0.42819404921546866
184.3037872314453,5587,5732,145,182,7.9577460289001465,3,1,0,0,-0.07504464025902632,-0.9971801752784666
70.77754974365234,4980,4994,14,69,40.709781646728516,2,0,0,1,0.9442474376337718,0.32923665731819135
54.7314338684082,5904,5892,-12,96,34.72549057006836,0,0,0,1,0.816454494090563,0.5774097843640361
223.2477264404297,5827,5850,23,204,10.833794593811035,2,0,1,0,-0.6851540872254563,-0.7283981581238738
314.36138916015625,5541,5611,70,219,17.491233825683594,3,0,1,0,-0.7149440108953385,0.6991817083454673
55.1058464050293,5680,5683,3,165,5.834484577178955,1,1,0,0,0.8202102528065783,0.5720621829757399
120.05075073242188,4592,4584,-8,87,36.6968994140625,1,0,0,1,0.8655821804183217,-0.5007669008054186
39.923561096191406,4166,4142,-24,112,36.01918029785156,0,0,0,1,0.6417650499848587,0.7669013108724823
30.714229583740234,4204,4206,2,122,39.39125442504883,1,0,0,1,0.5107564491308635,0.859725450170711
183.0562286376953,5647,5726,79,185,30.536100387573242,3,0,0,1,-0.05331596080489753,-0.9985776926826728
355.2412414550781,5002,4965,-37,186,20.757770538330078,0,0,1,0,-0.0829605469746627,0.9965528323403957
95.20691680908203,4747,4715,-32,65,40.10784912109375,0,0,0,1,0.9958734500951238,-0.09075280378938651
11.139628410339355,5643,5628,-15,161,33.05522537231445,0,0,0,1,0.19320062780218003,0.9811592721963359
244.5592498779297,5976,6009,33,255,41.99370574951172,2,0,0,1,-0.9030299955419462,-0.4295774984231748
276.9833068847656,4891,4923,32,255,32.159149169921875,2,0,0,1,-0.9925816161264804,0.12158016009096358
274.32562255859375,5609,5612,3,212,10.140241622924805,1,0,1,0,-0.9971515034772244,0.07542465852167377
195.0851593017578,5806,5818,12,210,38.85755157470703,2,0,0,1,-0.26025442410535343,-0.9655400741210024
336.7385559082031,4746,4757,11,207,22.349273681640625,2,0,1,0,-0.39492736518397137,0.9187123468359648
318.5247802734375,6274,6287,13,255,41.030517578125,2,0,0,1,-0.6622960648802142,0.7492422321547172
343.76605224609375,4842,4849,7,181,1.0732159614562988,1,1,0,0,-0.2795600311200763,0.9601282148755664
212.7883758544922,5549,5545,-4,213,19.716106414794922,1,0,1,0,-0.5415376653092727,-0.8406764877474462
356.1165466308594,5940,6015,75,185,24.90148162841797,3,0,1,0,-0.06772716340885539,0.9977038795838122
69.56217193603516,4729,4759,30,57,46.90495681762695,2,0,0,1,0.9370516495058091,0.34919078761966554
277.20037841796875,5233,5557,324,255,46.1339111328125,3,0,0,1,-0.9921138735120136,0.12533978612151914
356.3975524902344,4837,4824,-13,184,18.43876838684082,0,0,1,0,-0.06283315228345031,0.9980240452885515
254.8500518798828,5387,5493,106,255,45.430118560791016,3,0,0,1,-0.9652451668564377,-0.26134606915025116
62.99705505371094,5506,5495,-11,56,50.616737365722656,0,0,0,1,0.8909831883496222,0.45403629599222756
147.1573486328125,5430,5521,91,148,19.181961059570312,3,0,1,0,0.5423337836187895,-0.840163119367738
139.70018005371094,5255,5253,-2,109,37.89199447631836,1,0,0,1,0.6467873827990941,-0.7626703622482639
115.41448211669922,4605,4578,-27,78,38.89573287963867,0,0,0,1,0.9032268460984889,-0.429163447286668
183.05398559570312,5626,5601,-25,186,34.56523895263672,0,0,0,1,-0.053276867977179745,-0.9985797791556477
127.22222900390625,4748,4748,0,66,52.76401901245117,1,0,0,1,0.7962952921831965,-0.6049080985132185
56.82960891723633,5743,5749,6,89,37.391475677490234,1,0,0,1,0.8370471676565749,0.5471307331142217
340.7730407714844,5462,5441,-21,209,29.125732421875,0,0,1,0,-0.32931096518230635,0.9442215249668363
212.01670837402344,5033,5022,-11,213,20.098844528198242,0,0,1,0,-0.5301665462093358,-0.847893527089613
320.9630126953125,4474,4467,-7,195,7.584249496459961,1,1,0,0,-0.6298219466533754,0.7767395416185227
338.7679748535156,4851,4893,42,184,3.3130764961242676,3,1,0,0,-0.36214563059326677,0.9321215276144014
37.941680908203125,5822,5927,105,112,37.79130935668945,3,0,0,1,0.6148590717808883,0.7886370025865794
237.48294067382812,5367,5368,1,255,40.19324493408203,1,0,0,1,-0.843231432089034,-0.537550697085472
116.46394348144531,5649,5659,10,151,10.294191360473633,2,0,1,0,0.8952149788748469,-0.4456345381566686
255.63482666015625,4191,4218,27,255,37.930545806884766,2,0,0,1,-0.9687341458214052,-0.2481010977800632
71.30281066894531,4844,4885,41,92,31.09683609008789,3,0,0,1,0.947226004413567,0.32056652439502964
202.422607421875,5937,5976,39,227,43.04422378540039,3,0,0,1,-0.3814351484544158,-0.9243956012030552
308.9919738769531,5103,5141,38,212,13.269693374633789,3,0,1,0,-0.7772341104627346,0.6292115205026063
297.25323486328125,4558,4539,-19,194,5.050443649291992,0,1,0,0,-0.8889912889585336,0.45792410741938994
214.1417999267578,6222,6223,1,236,33.53730010986328,1,0,0,1,-0.5612429537068954,-0.8276511021646499
135.310791015625,5279,5338,59,104,36.96760559082031,3,0,0,1,0.7032608192500299,-0.7109319377463477
44.340274810791016,4051,4060,9,131,23.14808464050293,1,0,1,0,0.6989181933438542,0.7152016212320571
0.0,4883,4897,14,180,30.116382598876953,2,0,0,1,0.0,1.0
284.6130065917969,6157,6151,-6,255,40.5474739074707,1,0,0,1,-0.9676519238247971,0.2522890293258289
5.547588348388672,4244,4253,9,179,3.103147268295288,1,1,0,0,0.09667246893542719,0.9953162481090766
356.8826599121094,6253,6205,-48,188,49.171321868896484,0,0,0,1,-0.05438100926537438,0.9985202580975907
287.1235046386719,6135,6273,138,255,56.251075744628906,3,0,0,1,-0.9556723092328044,0.29443239863445564
128.93467712402344,5685,5696,11,135,18.955137252807617,2,0,1,0,0.7778629439380145,-0.6284339587005824
167.318359375,4921,4980,59,156,38.24327087402344,3,0,0,1,0.2195336010331413,-0.9756049395208193
94.90165710449219,5765,5783,18,65,40.097503662109375,2,0,0,1,0.9963428253519725,-0.08544573932999129
96.24310302734375,5373,5450,77,49,47.072078704833984,3,0,0,1,0.9940694358574288,-0.10874721464981608
229.80116271972656,5583,5600,17,255,41.5014762878418,2,0,0,1,-0.7638091269357992,-0.6454421876586409
40.740020751953125,4762,4769,7,164,7.77274227142334,1,1,0,0,0.6526277969121498,0.7576786645389942
81.51556396484375,4446,4462,16,138,13.702296257019043,2,0,1,0,0.9890559781796674,0.14754074700590813
122.83761596679688,5542,5538,-4,91,36.11919403076172,1,0,0,1,0.8402107787567148,-0.5422599443634343
259.8499450683594,4578,4584,6,255,31.482648849487305,1,0,0,1,-0.9843495998296015,-0.17622674404103225
161.10421752929688,4968,4998,30,150,30.915037155151367,2,0,0,1,0.3238477761925984,-0.946109199751862
349.985595703125,4863,4904,41,199,36.99504470825195,3,0,0,1,-0.17389575521620954,0.9847640663213622
264.5552978515625,5619,5663,44,255,37.17084884643555,3,0,0,1,-0.9954882383302482,-0.094885021716491
119.74881744384766,5168,5169,1,142,14.237686157226562,1,0,1,0,0.8682090559639776,-0.4961985843814338
334.752197265625,4896,4898,2,238,48.203922271728516,1,0,0,1,-0.4265340541673767,0.9044715034955725
55.79986572265625,4541,4522,-19,158,8.642651557922363,0,1,0,0,0.8270792569839389,0.5620853161815343
66.76858520507812,5118,5094,-24,88,33.924312591552734,0,0,0,1,0.9189192060671588,0.39444580454214806
178.3002471923828,5194,5235,41,177,35.23270034790039,3,0,0,1,0.029661931662773627,-0.9995599880997803
262.0409851074219,5103,5199,96,255,55.013912200927734,3,0,0,1,-0.9903673693859983,-0.13846470183934043
207.9636993408203,4765,4770,5,225,32.05453109741211,1,0,0,1,-0.4689120630037733,-0.8832448568599454
237.08790588378906,5073,5086,13,255,36.372955322265625,2,0,0,1,-0.8395051914007164,-0.5433516666131121
243.06475830078125,3845,3862,17,255,51.796424865722656,2,0,0,1,-0.8915190757184152,-0.45298315380396076
23.102025985717773,3820,3806,-14,154,21.844270706176758,0,0,1,0,0.3923696413580649,0.9198076236586341
172.84521484375,4708,4668,-40,169,30.504289627075195,0,0,0,1,0.12455026939229731,-0.992213298839673
147.82948303222656,4048,4091,43,144,21.98526954650879,3,0,1,0,0.532440774857549,-0.8464672594194609
54.87166976928711,4905,4967,62,135,17.76540756225586,3,0,1,0,0.8178653027392307,0.5754097206124228
143.41213989257812,5242,5233,-9,167,7.023630619049072,0,1,0,0,0.5960547597367545,-0.8029437859496515
120.93685150146484,5539,5654,115,54,54.45201110839844,3,0,0,1,0.8577344287836361,-0.5140930360150869
297.153076171875,5008,4988,-20,255,29.746814727783203,0,0,1,0,-0.8897904268857723,0.4563693638079086
23.042285919189453,6333,6369,36,132,42.72376251220703,3,0,0,1,0.391410380846666,0.9202162320701954
199.72032165527344,5860,5864,4,188,7.079634189605713,1,1,0,0,-0.33742915779203664,-0.9413509247202962
146.0048370361328,5277,5319,42,125,33.274986267089844,3,0,0,1,0.559122912296923,-0.8290847778994663
163.35264587402344,5512,5535,23,155,28.771989822387695,2,0,1,0,0.2864803093695213,-0.9580861299191964
243.2567901611328,4349,4331,-18,236,20.29070281982422,0,0,1,0,-0.8930322786073084,-0.44999261034536864
190.4960174560547,5055,5079,24,199,34.626686096191406,2,0,0,1,-0.18216718047385402,-0.9832675721075146
316.06231689453125,5619,5629,10,255,39.71006774902344,2,0,0,1,-0.6938755806043121,0.7200949094675151
333.4066467285156,5599,5600,1,233,40.525856018066406,1,0,0,1,-0.4476553564099088,0.8942061741441498
306.32318115234375,5169,5170,1,187,2.607882022857666,1,1,0,0,-0.8056886952012549,0.5923391987914521
60.66267776489258,4679,4684,5,129,19.22629165649414,1,0,1,0,0.8717503057217812,0.4899504102192188
88.5110855102539,6188,6195,7,121,19.09132957458496,1,0,1,0,0.9996623709456484,0.02598353546623395
200.51219177246094,6077,6275,198,210,27.623455047607422,3,0,1,0,-0.350406684592989,-0.9365976486157487
212.51034545898438,5718,5774,56,254,49.93656539916992,3,0,0,1,-0.537451884305006,-0.8432944160001289
282.105712890625,4505,4493,-12,206,8.535782814025879,0,1,0,0,-0.9777623310930228,0.20971605540715776
194.07763671875,5483,5472,-11,200,26.38296890258789,0,0,1,0,-0.243236439690376,-0.969967027484311
60.485992431640625,5391,5675,284,73,43.23297119140625,3,0,0,1,0.8702352831109632,0.49263632836889093
42.58546447753906,4919,4942,23,132,23.442384719848633,2,0,1,0,0.6766892054265751,0.7362687819398228
215.49087524414062,6087,6052,-35,255,48.684871673583984,0,0,0,1,-0.5805732947252359,-0.814207989061692
16.245342254638672,4230,4223,-7,178,2.145803689956665,1,1,0,0,0.27975096778105,0.9600725993515105
324.966796875,5897,5852,-45,255,49.4723014831543,0,0,0,1,-0.5740510417799308,0.8188195170068775
237.46444702148438,5659,5684,25,255,37.866844177246094,2,0,0,1,-0.8430578801735562,-0.5378228432088673
203.33245849609375,5601,5617,16,235,49.37047576904297,2,0,0,1,-0.3960657459438472,-0.9182221544321091
310.13861083984375,5046,5021,-25,230,20.989112854003906,0,0,1,0,-0.7644871611890385,0.6446389535058559
103.09309387207031,5456,5551,95,48,49.02235794067383,3,0,0,1,0.9740032795444878,-0.22653390791795885
23.41004753112793,4172,4163,-9,168,9.731440544128418,0,1,0,0,0.397308824272844,0.9176849667260167
60.2431640625,4164,4155,-9,102,30.106557846069336,0,0,0,1,0.8681396049090502,0.4963200846110888
230.1861114501953,4402,4371,-31,212,13.429168701171875,0,0,1,0,-0.768128337841957,-0.6402959133120812
354.9552001953125,5005,4981,-24,188,30.78901481628418,0,0,0,1,-0.08793464474081009,0.9961262461426802
136.26353454589844,4829,4835,6,123,27.599159240722656,1,0,1,0,0.6913423979496691,-0.7225272927697619
43.26808547973633,5819,5849,30,139,19.391782760620117,2,0,1,0,0.6854128673357394,0.7281546547888026
30.771568298339844,5736,6139,403,159,13.251839637756348,3,0,1,0,0.5116165629190187,0.8592138805599743
280.79974365234375,4494,4485,-9,197,5.483048439025879,0,1,0,0,-0.9822880890835889,0.18737691972201734
236.6766357421875,4743,4758,15,255,36.98085403442383,2,0,0,1,-0.8355834095865271,-0.5493636005631917
259.371337890625,5591,5551,-40,255,51.190975189208984,0,0,0,1,-0.9828432048362757,-0.18444303919410615
80.16809844970703,5515,5512,-3,53,45.76296615600586,1,0,0,1,0.9853129752927434,0.17075813514957824
250.66102600097656,5802,5793,-9,255,43.546077728271484,0,0,0,1,-0.9435759092271857,-0.33115631282838276
197.57656860351562,5902,5948,46,200,20.909940719604492,3,0,1,0,-0.30198005337076,-0.953314243765503
2.5533552169799805,5887,5904,17,175,43.250545501708984,2,0,0,1,0.044549706208289463,0.9990071689816621
16.245342254638672,4230,4223,-7,178,2.145803689956665,1,1,0,0,0.27975096778105,0.9600725993515105
250.68698120117188,5990,6061,71,255,42.33147430419922,3,0,0,1,-0.9437258274408008,-0.3307288354848666
318.2912902832031,4296,4279,-17,193,5.846469879150391,0,1,0,0,-0.6653438458533246,0.7465370498408685
50.432640075683594,4605,4672,67,98,36.54642868041992,3,0,0,1,0.7708762433797577,0.6369849428304507
219.3195037841797,5020,5019,-1,220,20.404827117919922,1,0,1,0,-0.6336442551961914,-0.773624558721389
187.80526733398438,5225,5237,12,193,31.68523597717285,2,0,0,1,-0.13580665360900393,-0.9907353596372364
238.0377960205078,4545,4548,3,211,11.522759437561035,1,0,1,0,-0.8483974808061658,-0.5293597213254438
38.55720901489258,4560,4568,8,168,6.235087871551514,1,1,0,0,0.6232957492236328,0.7819861948907731
276.11639404296875,5676,5744,68,188,2.4165782928466797,3,1,0,0,-0.9943074980885452,0.10654857692572743
266.4014587402344,4649,4640,-9,255,38.24029541015625,0,0,0,1,-0.998028326740136,-0.06276510992808342
181.42819213867188,5562,5670,108,183,40.06806564331055,3,0,0,1,-0.024924073937530516,-0.9996893470165402
96.52232360839844,5338,5335,-3,126,17.572429656982422,1,0,1,0,0.993527673974491,-0.1135903210966382
223.53892517089844,4874,4901,27,236,26.676958084106445,2,0,1,0,-0.688847216124947,-0.7249065545550754
46.43928909301758,3726,3729,3,132,21.70412826538086,1,0,1,0,0.7246445798362496,0.6891227995894094
341.6565246582031,5946,5938,-8,206,27.310380935668945,1,0,1,0,-0.3147127780305921,0.9491869506816174
16.2373104095459,4665,4673,8,177,3.216695785522461,1,1,0,0,0.2796163799994566,0.9601118060080291
34.7454719543457,4396,4371,-25,157,12.9440336227417,0,0,1,0,0.5699318266296289,0.8216919818244636
359.2662658691406,4986,4998,12,181,22.255577087402344,2,0,1,0,-0.012805726397275636,0.9999180033239916
